time,key,action
2024-08-02 00:16:40,S,release
2024-08-02 00:16:40,E,press
2024-08-02 00:16:40,E,release
2024-08-02 00:16:40,space,press
2024-08-02 00:16:40,space,release
2024-08-02 00:16:41,Q,press
2024-08-02 00:16:41,U,press
2024-08-02 00:16:41,Q,release
2024-08-02 00:16:41,U,release
2024-08-02 00:16:41,Y,press
2024-08-02 00:16:41,Y,release
2024-08-02 00:16:41,space,press
2024-08-02 00:16:42,space,release
2024-08-02 00:16:42,B,press
2024-08-02 00:16:42,U,press
2024-08-02 00:16:42,B,release
2024-08-02 00:16:42,U,release
2024-08-02 00:16:42,P,press
2024-08-02 00:16:42,P,release
2024-08-02 00:16:42,I,press
2024-08-02 00:16:42,I,release
2024-08-02 00:16:43,P,press
2024-08-02 00:16:43,P,release
2024-08-02 00:16:43,space,press
2024-08-02 00:16:43,D,press
2024-08-02 00:16:43,space,release
2024-08-02 00:16:44,E,press
2024-08-02 00:16:44,space,press
2024-08-02 00:16:44,D,release
2024-08-02 00:16:44,E,release
2024-08-02 00:16:44,space,release
2024-08-02 00:16:44,W,press
2024-08-02 00:16:44,E,press
2024-08-02 00:16:44,N,press
2024-08-02 00:16:44,W,release
2024-08-02 00:16:44,T,press
2024-08-02 00:16:44,N,release
2024-08-02 00:16:44,E,release
2024-08-02 00:16:44,I,press
2024-08-02 00:16:44,T,release
2024-08-02 00:16:44,I,release
2024-08-02 00:16:44,space,press
2024-08-02 00:16:44,space,release
2024-08-02 00:16:44,enter,press
2024-08-02 00:16:44,enter,release
2024-08-02 00:17:39,ctrl_l,press
2024-08-02 00:17:39,Ctrl+C,hotkey
2024-08-02 00:17:39,ctrl_l,release
2024-08-02 00:17:39,C,release
2024-08-02 00:18:21,ctrl_l,press
2024-08-02 00:18:21,Ctrl+C,hotkey
2024-08-02 00:18:22,ctrl_l,release
2024-08-02 00:18:22,C,release
2024-08-02 00:18:23,Z,press
2024-08-02 00:18:23,H,press
2024-08-02 00:18:23,U,press
2024-08-02 00:18:24,H,release
2024-08-02 00:18:24,Z,release
2024-08-02 00:18:24,U,release
2024-08-02 00:18:24,Y,press
2024-08-02 00:18:24,Y,release
2024-08-02 00:18:24,I,press
2024-08-02 00:18:24,I,release
2024-08-02 00:18:24,space,press
2024-08-02 00:18:25,space,release
2024-08-02 00:18:29,T,press
2024-08-02 00:18:29,R,press
2024-08-02 00:18:29,E,press
2024-08-02 00:18:29,R,release
2024-08-02 00:18:29,T,release
2024-08-02 00:18:29,E,release
2024-08-02 00:18:29,S,press
2024-08-02 00:18:30,S,release
2024-08-02 00:18:30,H,press
2024-08-02 00:18:30,U,press
2024-08-02 00:18:30,H,release
2024-08-02 00:18:30,U,release
2024-08-02 00:18:30,backspace,press
2024-08-02 00:18:30,backspace,release
2024-08-02 00:18:30,backspace,press
2024-08-02 00:18:30,backspace,release
2024-08-02 00:18:30,backspace,press
2024-08-02 00:18:31,backspace,release
2024-08-02 00:18:31,backspace,press
2024-08-02 00:18:31,backspace,release
2024-08-02 00:18:31,backspace,press
2024-08-02 00:18:31,backspace,release
2024-08-02 00:18:31,E,press
2024-08-02 00:18:31,E,release
2024-08-02 00:18:31,S,press
2024-08-02 00:18:31,H,press
2024-08-02 00:18:31,U,press
2024-08-02 00:18:31,S,release
2024-08-02 00:18:31,H,release
2024-08-02 00:18:31,U,release
2024-08-02 00:18:32,space,press
2024-08-02 00:18:32,space,release
2024-08-02 00:18:32,C,press
2024-08-02 00:18:32,H,press
2024-08-02 00:18:32,U,press
2024-08-02 00:18:32,A,press
2024-08-02 00:18:32,C,release
2024-08-02 00:18:32,H,release
2024-08-02 00:18:32,U,release
2024-08-02 00:18:32,A,release
2024-08-02 00:18:32,N,press
2024-08-02 00:18:32,N,release
2024-08-02 00:18:32,Z,press
2024-08-02 00:18:32,H,press
2024-08-02 00:18:32,I,press
2024-08-02 00:18:32,Z,release
2024-08-02 00:18:32,H,release
2024-08-02 00:18:33,I,release
2024-08-02 00:18:33,2,press
2024-08-02 00:18:33,2,release
2024-08-02 00:18:33,D,press
2024-08-02 00:18:33,E,press
2024-08-02 00:18:34,space,press
2024-08-02 00:18:34,D,release
2024-08-02 00:18:34,E,release
2024-08-02 00:18:34,space,release
2024-08-02 00:18:34,Z,press
2024-08-02 00:18:34,H,press
2024-08-02 00:18:34,U,press
2024-08-02 00:18:34,Z,release
2024-08-02 00:18:34,H,release
2024-08-02 00:18:34,A,press
2024-08-02 00:18:34,U,release
2024-08-02 00:18:34,N,press
2024-08-02 00:18:34,A,release
2024-08-02 00:18:34,N,release
2024-08-02 00:18:34,H,press
2024-08-02 00:18:34,U,press
2024-08-02 00:18:34,A,press
2024-08-02 00:18:34,H,release
2024-08-02 00:18:34,N,press
2024-08-02 00:18:34,U,release
2024-08-02 00:18:34,A,release
2024-08-02 00:18:34,N,release
2024-08-02 00:18:34,space,press
2024-08-02 00:18:35,space,release
2024-08-02 00:18:35,shift,press
2024-08-02 00:18:35,Enter+Shift,hotkey
2024-08-02 00:18:35,ctrl_l,press
2024-08-02 00:18:35,shift,release
2024-08-02 00:18:35,enter,release
2024-08-02 00:18:35,Ctrl+V,hotkey
2024-08-02 00:18:35,ctrl_l,release
2024-08-02 00:18:35,V,release
2024-08-02 00:18:35,enter,press
2024-08-02 00:18:35,enter,release
2024-08-02 00:18:53,ctrl_l,press
2024-08-02 00:18:53,Ctrl+C,hotkey
2024-08-02 00:18:53,ctrl_l,release
2024-08-02 00:18:53,C,release
2024-08-02 00:18:57,ctrl_l,press
2024-08-02 00:18:57,Ctrl+V,hotkey
2024-08-02 00:18:57,ctrl_l,release
2024-08-02 00:18:57,V,release
2024-08-02 00:19:01,tab,press
2024-08-02 00:19:02,tab,release
2024-08-02 00:19:02,tab,press
2024-08-02 00:19:03,tab,release
2024-08-02 00:19:04,shift,press
2024-08-02 00:19:04,Tab+Shift,hotkey
2024-08-02 00:19:04,shift,release
2024-08-02 00:19:04,tab,release
2024-08-02 00:19:06,tab,press
2024-08-02 00:19:06,tab,release
2024-08-02 00:19:29,ctrl_l,press
2024-08-02 00:19:29,Ctrl+C,hotkey
2024-08-02 00:19:29,ctrl_l,release
2024-08-02 00:19:29,C,release
